text
#HoustonStrong! Buy a shirt help flood victims. https://t.co/GvKQiR1qL3 #dayofgiving #houston #hurricaneharveyrelief #harvey
Can Houston's way to deal with flood help India? Watch #GhantiBajao tonight at 10.30 only on ABP News https://t.co/pWhsz77BPH
NYT coverage of #Harvey has been great their viz superb https://t.co/8iuSuQsk6f https://t.co/x3GhtcLvkW
This really puts things into perspective: https://t.co/hNG2CravUG
Thanks to @jvargoTrib for helping @YSUMensHoops spread the word to help the people of Houston.  https://t.co/fg5NMkYjW8
RT @JPM_80: Live look at #JoelOsteen doing his best to help Houston flood victims: https://t.co/5aBkmRFAQM
RT @cougdean: SXU RHA demonstrates Mercy Values and leadership to help Houston flood victims! https://t.co/PvSNcmWUl0
RT @espiegler: A map of anguish &amp; desperation in #HoustonFloods. https://t.co/l2VsExyLtA
Houston bakers help others even after being trapped by flood via /r/UpliftingNews https://t.co/yqRexzckn0
Thousands Cried for Help as Houston Flooded https://t.co/5dx76kTEps
RT @nytgraphics: See the thousands of haunting messages that people sent out as their homes flooded https://t.co/NFsClr2iOE
@SouhanStrib my MN family living in Houston now need help. Chance u could retweet our fund &amp; spread word? thanks! https://t.co/tMG7thRy9u
RT @katemckenna8: This graphic gave me chills https://t.co/KIp9iA9tbR
For those interested in giving to help the flood victims of Houston here is some information;... https://t.co/xFJITx5xT9
I have family in Houston.. an aunt who is a police officer and she's been working 12 hr shifts just to help flood victims. God bless Houston
Thousands Cried for Help as Houston Flooded https://t.co/yBwcoBKCgy Mapping apocalypse now.
This visualization from @nytimes. Thousands Cried for Help as Houston Flooded: https://t.co/swaToGkte1
Thousands Cried for Help as Houston Flooded https://t.co/ewqo39U6xZ Truly #terrifying
Guess Trump missed all this https://t.co/p6BEgVM4SV
What doesn't help: cuts to FEMA EPA &amp; regulations Houston flood: 'Dangerous' chemical leak from Arkema plant  https://t.co/ylNnwEPHTu
RT @missLtoe: Thousands Cried for Help as Houston Flooded https://t.co/zwD80G6miI
An amazing map: Thousands Cried for Help as Houston Flooded https://t.co/XwaG6RUyvr
RT @RetroReport: This incredible graphic from @nytimes tracks the scale of human tragedy being caused by #Harvey.  https://t.co/ORYVKHcEd9
Take a moment to really absorb what's going on with Harvey. Cries for help this week...  https://t.co/hm9PWeqlAV
Three thousand cries for help. via @NYTimes https://t.co/QdMqMkmqgU
Online tool voor slachtoffers overstroming Houston. Indringend. Thousands Cried for Help as Houston Flooded https://t.co/EaqHc97gMy
Thousands Cried for Help as Houston Flooded [requests for help over time on a map] https://t.co/dNDbzgq1B9
RT @HotNewHipHop: Trae Tha Truth is boating through the Houston flood to help victims get to safety.  https://t.co/GLcnznbBmK
RT @chrtze: Wow. This map is so good. https://t.co/8G7ZgKVXt3 https://t.co/zpP4Z1nHg1
Houston bakers help others even after being trapped by flood https://t.co/bVl7ZfFOUM
RT @garveymcvg: Powerful visualization of emergency calls by @nytimes: Thousands Cried for Help as Houston Flooded https://t.co/2Bs3hb9QdZ
Houston bakers help others even after being trapped by flood https://t.co/bQnIPlFPIx
RT @texasembassy: An incredible timeline of rescue requests compiled by @nytimes #HoustonFloods #PortArthur #Harvey https://t.co/jBXFE7LWlx
RT @LibertyMcArtor: An idea of what rescue workers and volunteers have dealt with ... wow.  https://t.co/oEi5yjV6mW
Thousands Cried for Help as Houston Flooded - The New York Times https://t.co/SUTNLWbmWK
Thousands Cried for Help as Houston Flooded https://t.co/x4lYMRThgw
Houston bakers help others even after being trapped by flood https://t.co/VdKML3afsN
RT @edatpost: This is just stunning. Mapping 911 calls across South Texas in the wake of #Harvey https://t.co/7jzHO7NK9k
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/jUbZ3vAxyD #Texans
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/ddqFYEGu7Y
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/hD7NwpC9Md
Obama used old picture perpetrating that he help serve food in Houston during flood. Obama = Fraud.
This incredible graphic from @nytimes tracks the scale of human tragedy being caused by #Harvey.  https://t.co/ORYVKHcEd9
Thousands Cried for Help as Houston Flooded:  Graphic shows progression of 911 calls &amp; location during the storm.  https://t.co/35acygclpQ
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/v9keumX9i9
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/YKjvibkDWY #Houston #Texans
RT @EnricVilar: People unable to get urgent dialysis prominent in calls for help in Houston. Heartbreaking. https://t.co/kwmNlS6Bea
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/yKDWqcLSf6
Texans finally return home hope to help with flood relief right away - Sarah Barshop (ESPN) https://t.co/yfsZFjsWq2 - #Houston Texans
Three thousand cries for help. via @NYTimes https://t.co/IzePRPIdUU
An idea of what rescue workers and volunteers have dealt with ... wow.  https://t.co/oEi5yjV6mW
RT @meggophone: this @nytimes graphic is chilling https://t.co/gkESX3tVfw https://t.co/gL8pWDHvv5
The Twitter Hurricane: Victims used social media to cry out for help https://t.co/nvGGXLpvjl
This graphic gave me chills https://t.co/KIp9iA9tbR
Heartbreaking calls for help captured in a powerful dynamic graphic. Three thousand cries for help. via @NYTimes https://t.co/apNOvJLHa1
Thousands Cried for Help as Houston Flooded https://t.co/zwD80G6miI
RT @jeremy_data: Great #DataViz because: time series spatial density &amp; human voice all in one viz https://t.co/Z2pCWvfTkZ #Rstats
This makes it very human for those of us far from the storm. #Harvey via @nytimes https://t.co/2oQo8D15Zs
Wow. Incredible visualization of rescue requests in Houston.  https://t.co/SWSC3Q2pYw
This gave me the chills: a map with 911 calls while Harvey was hitting Southern Texas. https://t.co/enSU7GNveg
this @nytimes graphic is chilling https://t.co/gkESX3tVfw https://t.co/gL8pWDHvv5
#Harvey may be over but the recovery is just starting. Help keep #TexasStrong by helping these charities if you can https://t.co/sdv4N6Alid
RT @B_resnick: wow this @nytimes graphic https://t.co/hSID2Z9Tqb
If you're not in TX help the victims of #Harvey by donating! "Houston Flood Relief Fund https://t.co/x67l5OOrpj via @youcaring"
This map of 911 calls during Harvey drives home the scale and seriousness of the disaster. https://t.co/s8UrUlO7Mn
This @nytimes map of 911 calls across Texas during Harvey is both incredible and heartbreaking https://t.co/jF1RsAYueY
"We are going to build a wall and Mexico is going to pay for it" -- @realDonaldTrump   https://t.co/V1HQ7nV2Zq
Crazy (and horrific) time lapse of rescue calls in Houston. #Harvey https://t.co/3F8wLSpGel
Thousands Cried for Help as Houston Flooded  see map w times &amp; rescue pleas  https://t.co/iJAwjE71cP
RT @wbkotv: Southcentral Kentucky stepping up to help with flood relief. https://t.co/iqO1E6Q87m
RT @RabbiBrander: #Houston @YUNews students coming to help with flood relief. We are wrkng with @uosrabbi &amp; @OU_News
The NHL and NHLPA made a donation Wednesday to help flood relief efforts in Houston. https://t.co/JV1fm8n7bE https://t.co/J0ogzyr0yl
Great #DataViz because: time series spatial density &amp; human voice all in one viz https://t.co/Z2pCWvfTkZ #Rstats
Israel Rescue Coalition Sends Team of Experts to Houston to Help Flood Victims -  - See More @ https://t.co/UjvOW503oJ
"Thousands Cried for Help as Houston Flooded" https://t.co/jsK2GcpH5T https://t.co/F1M2ubwvBF
Powerful visualization of emergency calls by @nytimes: Thousands Cried for Help as Houston Flooded https://t.co/2Bs3hb9QdZ
@nytimes has maybe the most effective - and emotional - data visualization ever. https://t.co/UMLKHlivhw
Wow this graphic is so heartbreaking https://t.co/C3bn6YsLyo
Houston Flood Relief Fund https://t.co/wDetG8bHnr via @youcaring Please help! #resilience
This @nytimes map of rescue requests is amazing moreso because it doesn't even include 911 or coast guard calls. https://t.co/Ylz1i25IaD
I haven't thought of a data viz as "moving" until I saw this one. #hurricaneharvey  https://t.co/TXIMsBSgWK
People Refuse To Leave And Stay Behind To Save Stranded Cats From Flood In Houston https://t.co/PcDWQv7iT5 https://t.co/Yei3kP5h3M
Powerful way to illustrate what was happening as Houston flooded.  Thousands Cried for Help as Houston Flooded https://t.co/0AxgyNN92O
this is positively devastating https://t.co/Pf7KGPyJTE
This is just stunning. Mapping 911 calls across South Texas in the wake of #Harvey https://t.co/7jzHO7NK9k
RT @TodayNewsLatest: "Thousands Cried for Help as Houston Flooded" #breaking #news https://t.co/Eg6xBPW0zC
Retweeted Kevin Kloesel (@texasembassy):  An incredible timeline of rescue requests compiled by @nytimes... https://t.co/4ocNxiXmrA
RT @karenyourish: Haunting: Cries for help as Harvey flooded Houston. https://t.co/1raW3Vx8Lg https://t.co/Rmdy0YI5wH
"Thousands Cried for Help as Houston Flooded" #breaking #news https://t.co/Eg6xBPW0zC
"Thousands Cried for Help as Houston Flooded" via NYT https://t.co/2mV1mhK07j
Well if this doesn't make you weep uncontrollably in a Starbucks while you're trying to work then you're not alive https://t.co/AF1vzs7a8O
"Thousands Cried for Help as Houston Flooded" https://t.co/MQCRX31nR4 https://t.co/LzqAg8nhRa
This graphic is incredible and daunting. Watch cries for help as they happened in Houston:  https://t.co/rOcYuCz633
well this is a tastefully horrifying visualization of the Harvey rescue calls: https://t.co/zlbgHOCKDq
wow this @nytimes graphic https://t.co/hSID2Z9Tqb
This is an amazing and sad visualization. https://t.co/8XZDwWLdP4
Thousands Cried for Help as Houston Flooded https://t.co/uCfaYPoUTb
FOR ANYONE WANTING TO HELP THE FLOOD VICTIMS OF HOUSTON:  It has come to our attention that the Houston... https://t.co/x3Dvmstnag
"I'm pregnant and starting to feel ill"  https://t.co/b24DdGQWVC
RT @craigmod: (An incredible heart wrenching visualization of rescue requests in Houston: https://t.co/mlc9Qikxmg)
Stark powerful raw... cries for help. Now imagine the audio version. https://t.co/F1wu9HBBBR
Texans return to Houston hope to help with flood relief right away https://t.co/IWfZRlTsUx
Powerful @nytimes animation maps Houston where people called for help and what they said when they did: https://t.co/prNPmiTBKb
@KateDaGreat411 @TheeAndroidRulz Rolling back flood protection guidelines that would help Houston in the future?
This is an amazing and terrifying data viz: Thousands Cried for Help as Houston Flooded https://t.co/hSpBU4Ur43
A lot of us Americans put hard earn money into #RedCross &amp; if y'all on restrictions to help folks in a flood situation in Houston I'm done
RT @Breaking911: R.I.P. - Houston Police Officer Steve Perez went to help in the flood and never came home https://t.co/3E8a7CrxGm
RT @john_keim: Colt McCoy sends boat supplies to help flood victims in Houston (h/t @jakeks19) https://t.co/RD1tDbc46O
Here are 9 ways to help and there are many more. https://t.co/SDg9kRFjwM
RT @Rich_Harris: this is haunting https://t.co/3gwsvPQwpV
RT @JenAFifield: This #Harvey graphic is terrifying. https://t.co/CKUsFal854
This map hits in a way other news hasn't. A map like this for South Asia might be worthwhile too https://t.co/4ESHU5jt9t
Texans return to Houston hope to help with flood relief right away https://t.co/uTVP2XWshX
Thousands Cried for Help as Houston Flooded - New York Times https://t.co/MRT5Q9a8Si via @nuzzel thanks @tackettdc
Look at the interactive graphic. Heartbreaking! Three thousand cries for help. via @NYTimes https://t.co/1sziJbtt5N
Texans return to Houston hope to help with flood relief right away https://t.co/mbZmeJIJnX
Texans return to Houston hope to help with flood relief right away https://t.co/DxusqbGm3C
Texans return to Houston hope to help with flood relief right away https://t.co/ACGrvrUbV9
Texans return to Houston hope to help with flood relief right away https://t.co/CD69HP5kht
I want to go and help in Houston after the flood goes down. Anyone know how I can do so?
A map of anguish &amp; desperation in #HoustonFloods. https://t.co/l2VsExyLtA
It isn't every day that a data visualization breaks my heart. This is one of those days. https://t.co/vF62F1FL8w
This @nytimes map showing rescue requests in Houston is nuts https://t.co/kmfBDoNSy3
Don't use this flood in Texas to gentrify shit. Instead help them rebuild THEIR neighborhoods. #Houston
.@coolmompicks has great recs on how to help the TX flood victims. Please support any way you can! #HoustonStrong https://t.co/q35DB247hd
When #houston calls we help down here at #SanAntonio.  #helpastranger #hurricane #hurricaneHarvey #Harvey #Texas #flood #texasflood
Help Donate To Houston Flood Relief Fund -  https://t.co/UGU7Q008it
Texans return to Houston hope to help with flood relief right away https://t.co/zMxRFMAeZx  #NFL #Texans
This #Harvey graphic is terrifying. https://t.co/CKUsFal854
Nashville's flood recovery cost $1.5 billion.  Houston's flood recovery could top $160 billion. Help if you can. https://t.co/103VdOThSf
How to help Harvey flood victims https://t.co/q0xu3Gta45
Why "price gouging" help https://t.co/oOsXGt0KeS #blog Go Global or Stay Local - https://t.co/GVTfy4Udlt... https://t.co/3vLjszg9f7
Why "price gouging" help https://t.co/oOsXGt0KeS #blog Go Global or Stay Local - https://t.co/GVTfy4Udlt @Soulcentralmag @Soulcentraltv
Thousands Cried for Help as Houston Flooded https://t.co/gw3lvXebZu
#datajournalism bringing to life the online calls for help during #HarveyFlood https://t.co/jM9smyFH8H
Yeah!! Houston residents are helping cats to be rescued ** https://t.co/SO10hoW1D6
Fabulous visualization of requests for help in Houston. #Harvey #digiNU https://t.co/5VZ68vJP6T
Thousands Cried for Help as Houston Flooded https://t.co/QWIam8oRM5
Thousands Cried for Help as Houston Flooded https://t.co/1O1g6zSIa0
Thousands Cried for Help as Houston Flooded https://t.co/Lbz6X2PFWF
"the animated map offers a glimpse into the geography of the disaster" https://t.co/Ft1AxT7C99
Thousands Cried for Help as Houston Flooded https://t.co/TxEFoyKDSn - a chronological mapping of calls
@BrookeBCNN Would be nice if George Soros re-directed some of his Antifa funds to help with Houston flood victims
Thousands Cried for Help as Houston Flooded https://t.co/n9RFWNAZ7z
RT @reetamac: Thousands Cried for Help as Houston Flooded https://t.co/7piCBO0Xdx
Cats Rescued! Houston Residents Stay Behind to Help Save Stranded Animals From Flood Waters https://t.co/oVqbdqjAx9
Texans return to Houston hope to help with flood relief right away https://t.co/YWw0AUbl3y #DSNSports
RT @FmsKnights1: Pay $1 wear a hat this Friday. All donations go to help flood victims in Houston #TheKnightWay https://t.co/kFDZBiFeMU
Thousands Cried for Help as Houston Flooded https://t.co/7piCBO0Xdx
RT @nytgraphics: Thousands of people cried for help as Houston flooded https://t.co/NFsClr2iOE
Help support this relief group assist in rescuing people still stranded and aiding other flood victims: https://t.co/walSGvhXfi #relief
As we move forward with efforts to help our congregation and community we are at the point of trying to identify... https://t.co/V6ExMkGDoI
When the world needs help America is always there.  Now America needs help.  Donate to the Red Cross for Houston Flood Relief. So tough.
every little bit can help someone in need in Houston. Thank you @jjwatt  Houston Flood Relief Fund https://t.co/QypOmrMHvW via @youcaring
This great piece of visual journo. From our team led by @archietse. Thousands Cried for Help as Houston Flooded https://t.co/7UcTfxXPGL
Thousands cried for help as #Harvey's rains devastated neighborhoods across Houston: https://t.co/9eZXpJNFkh  https://t.co/LcfCeUB3Kd
Thousands cried for help as #Harvey's rains devastated neighborhoods across Houston: https://t.co/hY0MJjnmAw  https://t.co/5FUlso6PAL
@Eweather13 check this out -&gt; https://t.co/LTV8Kh62X6
This @nytimes graphic on the cascade over days of emergency calls in Harris County is extraordinary. https://t.co/015OhpCvRb
Texans return to Houston hope to help with flood relief right away - ESPN (blog) https://t.co/qNEWHkrEJQ
Thousands Cried for Help as Houston Flooded https://t.co/nVyIOw67B9 via @NYTNational
Texans return to Houston hope to help with flood relief right away https://t.co/HIQ3EPCbKb
RT qz "What you can do to help people hit by Hurricane Harvey https://t.co/Qlw17E7LMu"
@nytgraphics mapping rescue requests during Hurricane Harvey.   https://t.co/Z3cz0JS3mU https://t.co/1jYKSVtCo2
Texans return to Houston hope to help with flood relief right away https://t.co/LXypym7DED
RT @cmsub: Great animated map showing thousands of requests for help in Houston over 4 days of #Harvey https://t.co/T1QaT6fGAu
RT @LindseyBlestLNP: A chilling telling @nytimes animation. | Thousands Cried for Help as Houston Flooded https://t.co/JCfzIMLp4s
NYTimes: Thousands Cried for Help as Houston Flooded https://t.co/t880oBvLuU
An incredible timeline of rescue requests compiled by @nytimes #HoustonFloods #PortArthur #Harvey https://t.co/jBXFE7LWlx
So many ways to help! Here's one...Houston Flood Relief Fund https://t.co/SoxRsEXF2a via @youcaring #HarveyRelief
Thousands Cried for Help as Houston Flooded https://t.co/NP7npi6LXE  This map. My god.
Great animated map showing thousands of requests for help in Houston over 4 days of #Harvey https://t.co/T1QaT6fGAu
RT @OpeningDayNFL: Texans return hoping to help with flood relief right away https://t.co/yZZiLzSqyn
If you want to help with relief efforts: Houston Flood Relief Fund https://t.co/Rh6DdepPpM via @youcaring #HoustonStrong #HurricaneHarvey
Texans return to Houston hope to help with flood relief right away - https://t.co/SExyh1Tudc
RT qz "What you can do to help people hit by Hurricane Harvey https://t.co/XgahO6gWPw"
Flood waters continue to rise in #Houston. Here's what you can do to help #Harvey relief efforts: https://t.co/EGJQ2dJ4jI
QUARTZ: What you can do to help people hit by Hurricane Harvey https://t.co/4xOeiBBIDY
Thousands Cried for Help as Houston Flooded https://t.co/tzFWQBOXjK
Thousands Cried for Help as Houston Flooded - The New York Times https://t.co/mBgrKRRm0W
.@nytimes map of anonymous calls for help in #Houston is a moving piece of digital/map-driven journalism. https://t.co/BBl7JyW971
Top news Texans return to Houston hope to help with flood relief right away https://t.co/ckPsErvHSf
#sportsnews Texans return to Houston hope to help with flood relief right away https://t.co/3M6A1WgMxO
Texans return to Houston hope to help with flood relief right away https://t.co/MpfVIhWu94
Can you help us fill these trucks to send to the flood victims in Houston? https://t.co/62o94E3QnY
RT @qz: What you can do to help people hit by Hurricane Harvey https://t.co/OfvydtSlet
What you can do to help people hit by Hurricane Harvey https://t.co/OfvydtSlet
Thousands Cried for Help as Houston Flooded - The New York Times https://t.co/ijoQPP3Z3a
RT @_PatJohnson_: Thousands Cried for Help as Houston Flooded https://t.co/SYGhenDzPE #Txlege
[NYT] See the thousands of haunting messages that people sent out as their homes flooded https://t.co/7WHAuPgLuQ
Texans return to Houston hope to help with flood relief right away. https://t.co/BX2aDFGDem
From my daughter Yanna Gabriela Shropshire: If you need a place to sleep or eat in Houston you will find help in... https://t.co/ycPW2rQu9E
Help Houston and @JJWatt hit their goal. Houston Flood Relief Fund https://t.co/89aazA3Swx via @youcaring
Powerful data. https://t.co/4d3wEJUJEu
"I remember the 1993 flood in Quincy and at that time we were all helping each other. That's what's going on here." https://t.co/nd2SS1fHkI
RT @tackettdc: Thousands Cried for Help as Houston Flooded https://t.co/UkjluoXTW1
This graphic is heartbreaking and powerful. Speaks a thousand words with so few.  https://t.co/HDbA2NI8RJ
Another great visualization from @nytimes on cries for help: https://t.co/3wnkHwRjSS
RT @mmcphate: amazing visual // https://t.co/6ODMcQwhYm
RT @ski: Thousands Cried for Help as Houston Flooded https://t.co/D4WR1Kpcbf #smem
Thousands Cried for Help as Houston Flooded https://t.co/UkjluoXTW1
See the thousands of haunting messages that people sent out as their homes flooded https://t.co/NFsClr2iOE
RT @sueapfe: Three thousand cries for help. via @NYTimes https://t.co/JYLo4Q8Wjx
But her shoes looked great! https://t.co/TqRD41lCwa
Thousands Cried for Help as Houston Flooded https://t.co/b8YeUQk6mQ
Texans return to Houston hope to help with flood relief right away https://t.co/blbNeZxQof
Texans return to Houston hope to help with flood relief right away https://t.co/2lMqzfnmlY
Texans return hoping to help with flood relief right away https://t.co/yZZiLzSqyn
Texans return to Houston hope to help with flood relief right away https://t.co/o2TJAmDOos
Houston Flood Fund &amp; Help https://t.co/nyaGBcXGXZ @Ctycksen https://t.co/hPrsfXSPqo
Houston Flood Fund &amp; Help https://t.co/3B3wIBJ54W @Ctycksen https://t.co/Hqpl2dXAPn
Making a list of places and people in need of supplies...plz give address and what is needed #Houston #flood #harvey #help
Are you looking for a way to help Houston Harvey Flood victims here's your ticket!  Call by 11am CDT today (8/31). https://t.co/wc3vj2hRFG
BBC News - Houston Flood: Tillerson thanks Mexico for aid offer https://t.co/hwO5X3DKIL. Wall or no wall welcome help is what matters.
Three thousand cries for help. A visual representation of Houston's plight.  https://t.co/AUMvIxMnJR
Sweet Jesus!  Thousands Cried for Help as Houston Flooded https://t.co/Wfa3PkcOsk
Neighbors link arms to help laboring woman trapped in Houston flood - https://t.co/qO7hGC2Oob https://t.co/g0bV56G1Of
How to help #HurricaneHarvey flood victims #FYI  https://t.co/aQY6q4Vrfq via @cbsnews
Texans return to Houston hope to help with flood relief right away https://t.co/Ey8rQgQ4lZ https://t.co/TI65jK3VZ1
RT @DavidLeftwich68: This is a heartbreaking graphics: Thousands Cried for Help as Houston Flooded.  https://t.co/lmwKGf7NsT
RT @amyleitner: "Thousands cried for help..." https://t.co/0gSovg9BgN
A chilling telling @nytimes animation. | Thousands Cried for Help as Houston Flooded https://t.co/JCfzIMLp4s
Former mayor of Houston who approved help for Katrina victims now sees own home flood.  cnn://deeplink?section=livetv&amp;subsection=cnn
Texans return to Houston hope to help with flood relief right away https://t.co/ii84PARgGu
This is chilling. Thousands Cried for Help as Houston Flooded https://t.co/wSyvGcwkvX
RT @jdelreal: Cool NYT graphic mapping emergency rescue requests made to *volunteer* groups in Houston: https://t.co/P2DBx38EKE
Thousands Cried for Help as Houston Flooded https://t.co/SYGhenDzPE #Txlege
#Thousands Cried for Help as Houston Flooded https://t.co/SYGhenDzPE
Thousands Cried for Help as Houston Flooded https://t.co/Gvwih37KmG
Neighbors link arms to help laboring woman trapped in Houston flood https://t.co/VokRTHX1Os via @babycenter
Texans return hoping to help with flood relief right away https://t.co/mp3iXZvGfz https://t.co/ko8ZW1hJLC
RT @Scribulatora: We have such amazing modern tools ... it is wonderful to see then used for good.  https://t.co/7gNWaMETgI
Texans return hoping to help with flood relief right away https://t.co/3dzK5fiiaa https://t.co/5EppebzNEG
Texans return to Houston hope to help with flood relief right away https://t.co/wXPU1HwLWS
Texans return to Houston hope to help with flood relief right away https://t.co/jXJCKgghI4
Texans return to Houston hope to help with flood relief right away https://t.co/qRYkrbXHwp
Texans return to Houston hope to help with flood relief right away https://t.co/bh9OHkiVfK
Sports news: Texans return to Houston hope to help with flood relief right away https://t.co/dPVpCzgIe7
Neighbors link arms to help laboring woman trapped in Houston flood #babycentre https://t.co/7CKQ8Nz0Ut
This is an amazing yet disturbing interactive by @nytimes #HarveyFlood https://t.co/EDYZG9apeZ
Texans return to Houston hope to help with flood relief right away https://t.co/APm4oley52 https://t.co/Q1iayUXZWs
RT @kmcdonovgh: Staggering devastating https://t.co/O4Ggr1CBDu
Lets do our part. Help is still needed as we begin to rebuild this city. Houston Flood Relief Fund https://t.co/Gncjr5EBvG via @youcaring
Heartbreaking https://t.co/RKHWW7tmXD
Texans return hoping to help with flood relief right away https://t.co/7usGFiL6VI https://t.co/98b1UKuyY3
Three thousand cries for help. via @NYTimes https://t.co/JYLo4Q8Wjx
We have such amazing modern tools ... it is wonderful to see then used for good.  https://t.co/7gNWaMETgI
Heartbreaking map that captures thousands crying for help as Houston flooded @nytimes https://t.co/r98n2oyUKn
Visceral: Thousands Cried for Help as Houston Flooded - The New York Times https://t.co/YwUBGhrluQ
RT @JJohnsonLaw: Thousands Cried for Help as Houston Flooded https://t.co/fRweEw8Nv3
Help 4 Houston!  Proceeds help flood victims.  Please join us!  Download the FireFan App &amp; use code "contend2win" https://t.co/9c69FB9RW0
If you are looking for a way to help Houston flood victims gift cards seem to be the easiest to donate see.... https://t.co/O0WU1asDsF
Thousands Cried for Help as Houston Flooded https://t.co/J2C1vfLxdG
Texans return to Houston hope to help with flood relief right away https://t.co/98FhyNqtUG #sports #headlines https://t.co/w1kFC5zxmJ
Thousands Cried for Help as Houston Flooded https://t.co/u3ikVWaSG1
Big's Updates: Did You See This? Texans return to Houston hope to help with flood relief right away https://t.co/77nr5npWUY
Texans return to Houston hope to help with flood relief right away https://t.co/ct1AIebHWP
#PD #PDExperience Texans return to Houston hope to help with flood relief right away https://t.co/ERIaknZNua
Thousands Cried for Help as Houston Flooded https://t.co/fRweEw8Nv3
@nytimes #infographic staff should get a #Pulitzer for #Harvey coverage https://t.co/Lf7i6TcQ0u
Have you donated to help #Houston flood victims? #houstonstong https://t.co/slucGGNChN
Keep it going! Let's help. Houston Flood Relief Fund https://t.co/tq6hZmW3UE via @youcaring
Texans return to Houston hope to help with flood relief right away https://t.co/dBtWslHawD
Staggering devastating https://t.co/O4Ggr1CBDu
This @nytimes graphic is horrifying. Thousands Cried for Help as Houston Flooded https://t.co/nV0gBeuimL
Should federal funds be used to help owners rebuild flooded homes in flood-prone regions of the U.S. like Houston?  https://t.co/vpoSC48zfe
This is a heartbreaking graphics: Thousands Cried for Help as Houston Flooded.  https://t.co/lmwKGf7NsT
Thousands Cried for Help as Houston Flooded https://t.co/80ztRyzNjj
So all these ppl giving Houston money to help with the flood. I want to see statements to see where this money going. Let me get a cut
Texans return to Houston hope to help with flood relief right away
It was really tough to read these cries for help. I hope to learn what happened to these folks. https://t.co/17PhXlrFLv
RT @meganspecia: Thousands cried for help as Houston flooded https://t.co/DTJUb40hkn
[NFL Nation: Houston Texans] - Texans return to Houston hope to help with flood relief right away https://t.co/aySkjEUZXA
HOUSTON FLOOD! LATEST INFO VIDEOSFEMA Rescue phone numbers critical info in Houston flood emergency ABC13 Houston https://t.co/nifFsU6fRD
Want to help?  Donate here. #Harvey Houston Flood Relief Fund https://t.co/XMzB2zi1nU via @youcaring
Texans return to Houston hope to help with flood relief right away https://t.co/vagn5VieOS #sports #news
Texans return to Houston hope to help with flood relief right away https://t.co/11J6NaPscL
The graphic in this NYT article is exactly how journalists can and should harness digital resources and data: https://t.co/H82jnPogp6
It can be difficult to *really* hold in your head just how bad Harvey is -- but this helps. So many cries for help. https://t.co/0c5Su3c32H
RT @babywaze: Neighbors link arms to help laboring woman trapped in Houston flood https://t.co/C8vfWc3KKN https://t.co/91DEEuPjBo
We're filling up a truck to help #Harvey victims. Here's how you can help: https://t.co/3uzYG8WwUW  #PDXheartsHouston @RipCityRadio620
Fascinating analysis that tells an utterly heartbreaking story. https://t.co/Nparg4WdcN
